Date,Open,High,Low,Close,Adj Close,Volume
2018-05-01,126.320000,126.639999,124.970001,126.010002,107.026695,5122600
2018-05-02,125.519997,126.180000,123.199997,123.500000,104.894836,7390800
2018-05-03,123.300003,123.690002,121.279999,123.029999,104.495636,7282900
2018-05-04,122.599998,124.510002,121.800003,124.190002,105.480881,6127600
2018-05-07,124.139999,125.239998,123.320000,123.589996,104.971275,6707900
2018-05-08,122.860001,123.489998,121.690002,122.610001,104.138908,5951800
2018-05-09,122.989998,124.050003,122.529999,123.510002,104.903328,6808600
2018-05-10,124.220001,126.050003,124.000000,125.349998,106.466125,4948000
2018-05-11,125.769997,127.599998,125.760002,127.239998,108.071404,5716700
2018-05-14,127.349998,127.610001,125.599998,126.059998,107.069160,6101600
2018-05-15,125.540001,125.830002,124.400002,125.129997,106.279274,5875700
2018-05-16,125.440002,125.900002,125.000000,125.349998,106.466125,3818100
2018-05-17,125.489998,125.589996,123.550003,123.849998,105.192108,6473400
2018-05-18,123.779999,124.440002,123.279999,124.239998,105.523346,5433900
2018-05-21,124.620003,124.989998,123.320000,123.720001,105.081688,5558700
2018-05-22,123.800003,124.239998,122.760002,122.910004,104.393730,7172700
2018-05-23,122.870003,123.970001,122.739998,123.449997,104.852386,4940800
2018-05-24,123.220001,123.389999,121.550003,122.250000,103.833130,6923600
2018-05-25,121.559998,122.800003,121.129997,121.470001,103.935822,4594800
2018-05-29,120.500000,120.800003,118.620003,119.400002,102.164635,9821900
2018-05-30,120.120003,121.580002,119.540001,120.970001,103.507996,6423700
2018-05-31,120.919998,121.250000,119.540001,119.620003,102.352867,10337500
2018-06-01,120.379997,121.320000,119.970001,121.260002,103.756126,5741000
2018-06-04,121.849998,122.370003,121.019997,121.949997,104.346542,4853000
2018-06-05,122.050003,122.559998,120.900002,121.480003,103.944382,5125400
2018-06-06,121.970001,122.790001,121.459999,122.790001,105.065277,6799300
2018-06-07,123.000000,123.489998,122.269997,123.330002,105.527336,7414100
2018-06-08,123.360001,124.849998,123.330002,124.059998,106.151939,6208100
2018-06-11,124.269997,124.339996,122.550003,122.660004,104.954048,5571400
2018-06-12,123.160004,123.180000,121.949997,122.540001,104.851364,5227300
2018-06-13,123.150002,124.089996,122.459999,122.629997,104.928368,5836900
2018-06-14,122.709999,123.150002,122.089996,122.410004,104.740135,5239200
2018-06-15,122.099998,122.730003,121.239998,122.610001,104.911255,13173500
2018-06-18,121.610001,121.809998,120.250000,121.320000,103.807465,6787400
2018-06-19,120.660004,123.169998,120.570000,122.570000,104.877029,8572400
2018-06-20,122.419998,122.660004,121.660004,122.040001,104.423546,6277200
2018-06-21,121.830002,122.239998,121.110001,121.449997,103.918716,4417200
2018-06-22,121.680000,123.379997,121.650002,122.839996,105.108040,9501400
2018-06-25,122.820000,123.430000,121.510002,122.589996,104.894135,8170500
2018-06-26,122.489998,122.889999,121.599998,122.349998,104.688774,5496400
2018-06-27,122.129997,122.970001,121.449997,121.610001,104.055618,5666000
2018-06-28,121.779999,122.410004,121.070000,122.000000,104.389305,5296800
2018-06-29,122.239998,123.180000,121.190002,121.339996,103.824577,7308700
2018-07-02,121.339996,121.730003,120.110001,121.580002,104.029938,5481400
2018-07-03,121.650002,123.459999,121.260002,122.709999,104.996811,4248100
2018-07-05,123.599998,125.120003,123.230003,125.000000,106.956261,7319100
2018-07-06,125.160004,125.919998,124.610001,125.750000,107.597992,7297900
