Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,85.110001,85.309998,84.470001,85.300003,76.953751,1559200
2020-01-03,84.010002,84.430000,83.349998,83.879997,75.672676,1068300
2020-01-06,83.010002,83.379997,81.669998,82.400002,74.337502,2278300
2020-01-07,81.959999,82.389999,81.389999,81.489998,73.516541,1926300
2020-01-08,81.669998,83.059998,81.349998,82.370003,74.310448,2092300
2020-01-09,82.940002,83.489998,82.919998,83.430000,75.266716,1580100
2020-01-10,83.440002,83.589996,82.540001,82.680000,74.590103,909100
2020-01-13,82.760002,83.110001,82.190002,82.879997,74.770515,996900
2020-01-14,82.910004,83.480003,82.580002,83.040001,74.914879,1343300
2020-01-15,82.629997,83.699997,82.400002,83.320000,75.167465,1430800
2020-01-16,83.830002,84.349998,83.459999,83.639999,75.456161,1702900
2020-01-17,84.029999,84.970001,83.709999,84.440002,76.177910,2736800
2020-01-21,84.000000,84.599998,83.519997,83.680000,75.492256,2002200
2020-01-22,84.430000,85.629997,84.059998,85.339996,76.989838,2804200
2020-01-23,84.949997,85.860001,84.269997,85.849998,77.449928,2734400
2020-01-24,78.120003,79.190002,76.000000,76.290001,68.825325,12378800
2020-01-27,74.300003,75.180000,73.430000,73.910004,66.678215,4547200
2020-01-28,76.000000,76.000000,74.120003,75.230003,67.869041,4336800
2020-01-29,75.410004,76.300003,75.239998,75.800003,68.383278,2515800
2020-01-30,74.970001,76.559998,74.820000,76.370003,68.897514,3404700
2020-01-31,75.849998,76.000000,74.639999,75.129997,67.778824,2695200
2020-02-03,75.769997,76.680000,74.970001,75.089996,67.742752,2842600
2020-02-04,76.199997,76.839996,75.790001,75.800003,68.383278,2228600
2020-02-05,76.980003,77.889999,76.639999,77.379997,69.808693,2099500
2020-02-06,77.830002,78.139999,76.349998,76.349998,68.879471,2083300
2020-02-07,75.839996,75.839996,74.730003,75.290001,67.923180,2295300
2020-02-10,75.070000,75.970001,75.019997,75.830002,68.410347,1400000
2020-02-11,76.099998,76.629997,75.709999,75.750000,68.338165,1617400
2020-02-12,76.169998,76.389999,75.440002,76.040001,68.599800,1608800
2020-02-13,75.910004,76.589996,75.449997,76.199997,68.744148,2038600
2020-02-14,76.279999,76.790001,76.000000,76.419998,68.942612,1426400
2020-02-18,76.089996,76.360001,75.059998,75.349998,67.977318,1686700
2020-02-19,75.160004,75.769997,74.709999,75.559998,68.567154,1627600
2020-02-20,75.400002,76.360001,75.230003,75.790001,68.775887,1178800
2020-02-21,75.290001,75.440002,74.430000,75.320000,68.349373,1722800
2020-02-24,72.860001,73.959999,72.690002,73.150002,66.380196,2020100
2020-02-25,73.160004,73.180000,69.089996,69.489998,63.058914,3074000
2020-02-26,70.150002,70.779999,68.970001,69.000000,62.614277,2130100
2020-02-27,67.360001,68.949997,65.260002,66.180000,60.055248,3473600
2020-02-28,63.970001,65.620003,63.240002,65.580002,59.510780,5033200
2020-03-02,66.110001,67.930000,65.019997,67.879997,61.597916,4289900
2020-03-03,67.639999,68.730003,63.900002,64.309998,58.358307,3601100
2020-03-04,65.309998,66.839996,64.320000,66.690002,60.518051,2878200
2020-03-05,64.419998,65.879997,63.919998,64.570000,58.594246,3488400
2020-03-06,62.000000,64.250000,61.330002,62.580002,56.788418,3861400
2020-03-09,58.090000,58.500000,54.130001,54.759998,49.692131,3598100
