Date,Open,High,Low,Close,Adj Close,Volume
2019-05-01,245.339996,245.460007,241.550003,241.589996,221.424850,1350400
2019-05-02,241.759995,242.889999,240.419998,242.690002,222.433090,1237600
2019-05-03,243.270004,244.880005,242.720001,244.619995,224.201965,905900
2019-05-06,242.850006,244.830002,242.059998,244.229996,223.844528,1194900
2019-05-07,241.720001,242.740005,238.220001,240.179993,220.132568,1775200
2019-05-08,239.559998,243.050003,238.190002,241.339996,221.195755,1611900
2019-05-09,240.660004,244.059998,240.160004,243.470001,223.750610,1919300
2019-05-10,242.940002,248.550003,240.029999,247.020004,227.013092,2036500
2019-05-13,244.119995,244.929993,240.669998,241.919998,222.326126,1962800
2019-05-14,242.289993,245.089996,241.809998,242.729996,223.070541,1635100
2019-05-15,242.110001,245.399994,241.229996,244.669998,224.853409,1194800
2019-05-16,245.630005,249.729996,245.210007,247.440002,227.399033,1800600
2019-05-17,245.880005,250.050003,245.589996,248.350006,228.235367,1672000
2019-05-20,247.149994,249.940002,247.149994,248.899994,228.740799,1600500
2019-05-21,249.110001,250.830002,248.100006,249.929993,229.687393,1504200
2019-05-22,251.009995,251.009995,249.139999,249.509995,229.301392,1242300
2019-05-23,248.630005,249.919998,247.179993,248.529999,228.400787,1822800
2019-05-24,249.110001,249.559998,246.770004,247.300003,227.270386,1340200
2019-05-28,248.580002,250.199997,246.139999,246.309998,226.360550,3164100
2019-05-29,244.130005,244.770004,238.910004,240.690002,221.195755,2594900
2019-05-30,242.149994,243.580002,240.750000,241.539993,221.976883,2030300
2019-05-31,238.979996,240.660004,233.050003,239.580002,220.175629,4058100
2019-06-03,239.779999,241.539993,238.080002,241.070007,221.544998,2512500
2019-06-04,243.000000,245.820007,242.500000,245.610001,225.717224,1761500
2019-06-05,246.100006,248.759995,245.020004,247.960007,227.876938,1825500
2019-06-06,248.000000,251.940002,247.740005,251.210007,230.863724,1487800
2019-06-07,251.160004,256.600006,251.020004,256.010010,235.274948,2270200
2019-06-10,256.399994,258.829987,256.109985,256.850006,236.046906,1839500
2019-06-11,258.910004,259.619995,256.209991,257.109985,236.285812,1613500
2019-06-12,257.579987,258.750000,255.770004,257.230011,236.396149,1071700
2019-06-13,257.709991,259.869995,257.549988,259.709991,238.675247,1228500
2019-06-14,260.000000,261.200012,258.910004,260.149994,239.079636,1287800
2019-06-17,261.130005,262.250000,260.429993,261.429993,240.255951,1191900
2019-06-18,263.609985,264.200012,262.049988,262.739990,241.459869,2763200
2019-06-19,262.309998,264.100006,260.940002,263.660004,242.305298,1628400
2019-06-20,265.000000,267.790009,264.549988,267.350006,245.696533,1745100
2019-06-21,266.769989,268.940002,265.989990,266.130005,244.575256,2964000
2019-06-24,267.309998,267.970001,266.519989,266.769989,245.163467,1586100
2019-06-25,266.709991,267.079987,265.359985,266.359985,244.786606,1182400
2019-06-26,266.450012,266.820007,264.339996,264.410004,242.994598,1334400
2019-06-27,264.899994,266.480011,262.989990,265.579987,244.069824,1122900
2019-06-28,265.500000,266.390015,263.359985,264.260010,242.856766,1952500
2019-07-01,266.429993,267.000000,261.839996,263.549988,242.204269,1955800
2019-07-02,263.920013,265.570007,261.670013,265.470001,243.968735,1201300
2019-07-03,265.140015,269.160004,265.140015,269.140015,247.341553,986500
2019-07-05,268.200012,268.609985,266.269989,268.250000,246.523605,1081500
2019-07-08,268.329987,269.690002,267.350006,269.399994,247.580444,1236000
2019-07-09,269.359985,270.779999,268.489990,269.970001,248.104279,1400300
