Date,Open,High,Low,Close,Adj Close,Volume
2019-05-06,114.180000,115.470001,113.720001,115.089996,99.265297,9387000
2019-05-07,114.029999,114.029999,112.290001,113.209999,97.643829,15017700
2019-05-08,112.660004,113.669998,112.459999,112.610001,97.126320,9575800
2019-05-09,111.139999,112.739998,110.580002,112.519997,97.048691,12205900
2019-05-10,111.750000,112.839996,110.540001,112.510002,97.040062,13189000
2019-05-13,110.080002,110.449997,108.980003,109.449997,94.400810,13783700
2019-05-14,109.550003,111.720001,109.500000,110.320000,95.151184,10503600
2019-05-15,109.209999,110.900002,108.610001,109.900002,94.788933,10142000
2019-05-16,110.620003,112.169998,110.589996,111.309998,96.005051,9672700
2019-05-17,110.000000,111.750000,109.830002,110.769997,95.539307,9570100
2019-05-20,110.580002,111.809998,110.370003,111.349998,96.039551,8518200
2019-05-21,111.440002,111.919998,111.220001,111.730003,96.367302,7967900
2019-05-22,111.400002,111.790001,110.750000,110.820000,95.582436,7918900
2019-05-23,109.639999,109.790001,107.500000,108.639999,93.702171,14558000
2019-05-24,109.519997,109.959999,109.190002,109.709999,94.625061,8537300
2019-05-28,109.199997,109.830002,108.440002,108.519997,93.598694,11665500
2019-05-29,107.449997,108.400002,107.059998,108.220001,93.339920,9966400
2019-05-30,108.650002,109.180000,106.540001,107.059998,92.339417,10367800
2019-05-31,105.559998,106.589996,104.839996,105.959999,91.390671,10952800
2019-06-03,105.800003,106.860001,105.300003,106.459999,91.821930,11680700
2019-06-04,107.849998,109.900002,107.129997,109.739998,94.650925,12858600
2019-06-05,109.860001,110.379997,108.639999,110.129997,94.987320,8340500
2019-06-06,110.150002,110.870003,108.930000,110.370003,95.194321,8726700
2019-06-07,109.699997,110.019997,108.959999,109.160004,94.150673,10618900
2019-06-10,110.750000,111.209999,110.220001,110.339996,95.168427,11380600
2019-06-11,110.820000,111.570000,110.370003,110.680000,95.461670,9847700
2019-06-12,110.699997,110.900002,108.889999,109.269997,94.245552,9670500
2019-06-13,109.459999,110.160004,109.050003,109.540001,94.478424,8406900
2019-06-14,109.570000,110.300003,108.629997,109.820000,94.719940,9077400
2019-06-17,109.699997,110.370003,109.059998,109.220001,94.202438,8128600
2019-06-18,109.010002,111.410004,108.980003,110.709999,95.487549,11057300
2019-06-19,110.820000,111.589996,109.699997,109.910004,94.797546,13126500
2019-06-20,110.879997,111.089996,109.029999,110.190002,95.039070,13638000
2019-06-21,110.190002,111.669998,109.089996,109.440002,94.392174,27089500
2019-06-24,109.279999,109.769997,108.540001,108.660004,93.719429,13039600
2019-06-25,108.680000,108.980003,107.669998,107.760002,92.943192,18660100
2019-06-26,108.300003,109.309998,108.160004,108.480003,93.564186,10324600
2019-06-27,108.839996,109.550003,108.440002,108.839996,93.874657,10906600
2019-06-28,111.040001,112.430000,110.900002,111.800003,96.427681,21634700
2019-07-01,113.230003,114.519997,113.080002,113.680000,98.049194,12724500
2019-07-02,113.510002,114.199997,113.220001,113.800003,98.152687,10174900
2019-07-03,113.339996,113.870003,112.260002,112.820000,97.996346,6849400
2019-07-05,113.510002,114.269997,112.919998,113.489998,98.578308,7929400
2019-07-08,112.959999,113.480003,112.500000,112.870003,98.039780,6917200
2019-07-09,112.279999,113.489998,112.150002,113.349998,98.456718,8947300
2019-07-10,113.370003,113.830002,112.739998,113.019997,98.170059,9242300
2019-07-11,113.370003,114.360001,113.120003,114.099998,99.108154,11595200
2019-07-12,114.129997,115.349998,113.930000,115.300003,100.150505,10783400
2019-07-15,115.540001,115.570000,113.529999,113.900002,98.934456,12946600
2019-07-16,113.480003,115.500000,112.919998,115.120003,99.994125,16945000
2019-07-17,114.430000,114.940002,113.730003,113.989998,99.012619,13120900
2019-07-18,113.930000,115.070000,113.550003,114.669998,99.603271,9397200
2019-07-19,114.889999,115.120003,113.400002,113.540001,98.621742,10402800
2019-07-22,112.910004,114.449997,112.769997,114.269997,99.255821,9061100
2019-07-23,114.879997,116.449997,114.820000,116.360001,101.071220,12752200
2019-07-24,115.580002,116.879997,115.519997,116.830002,101.479454,10011000
2019-07-25,116.889999,117.239998,115.320000,115.709999,100.506630,10138400
2019-07-26,115.769997,116.510002,115.529999,116.220001,100.949608,12800400
2019-07-29,116.459999,117.180000,115.790001,115.849998,100.628227,8500400
2019-07-30,115.190002,116.080002,114.760002,115.589996,100.402374,7121100
2019-07-31,116.099998,116.180000,114.860001,116.000000,100.758514,13648000
2019-08-01,115.330002,116.800003,112.599998,112.940002,98.100571,15664500
2019-08-02,112.400002,113.430000,111.400002,112.930000,98.091888,11025500
2019-08-05,110.790001,110.980003,108.269997,109.570000,95.173363,15855300
2019-08-06,110.050003,110.500000,108.339996,110.430000,95.920380,10203500
2019-08-07,108.000000,108.279999,105.940002,108.029999,93.835709,17320900
2019-08-08,109.050003,110.080002,108.720001,109.860001,95.425270,10903300
2019-08-09,109.349998,110.449997,108.290001,109.739998,95.321022,9980800
2019-08-12,108.440002,108.510002,107.209999,107.680000,93.531708,9393700
2019-08-13,107.949997,110.330002,107.029999,109.339996,94.973595,12124700
2019-08-14,106.300003,106.910004,104.449997,104.800003,91.030098,19491800
2019-08-15,104.820000,106.379997,104.339996,105.199997,91.377548,13365600
2019-08-16,106.370003,107.980003,105.870003,107.720001,93.566452,11830600
2019-08-19,109.629997,109.750000,108.419998,108.690002,94.408981,8265400
2019-08-20,107.849998,108.440002,107.239998,107.309998,93.210297,8374000
2019-08-21,108.209999,108.430000,107.449997,107.610001,93.470901,8189300
2019-08-22,108.370003,109.269997,107.930000,108.720001,94.435059,9343400
2019-08-23,108.000000,108.779999,105.110001,106.019997,92.089798,14762300
